asset_id,prediction_timestamp,machine_type,run_hours,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,maintenance_timestamp,maintenance_type,failure_timestamp,failure_mode,downtime_minutes,repair_cost
MACHINE_001,2026-02-17T00:00:00+00:00,pump,9933.47,2.8687,164.6688,0,0,171.976,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-18T00:00:00+00:00,pump,10114.34,2.8504,155.9846,0,0,171.1933,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-19T00:00:00+00:00,pump,10174.44,2.7428,154.755,1,0,168.5321,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-20T00:00:00+00:00,pump,9958.47,3.0504,172.6323,0,1,179.1683,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-21T00:00:00+00:00,pump,9985.54,3.0617,157.4535,0,0,192.0686,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-22T00:00:00+00:00,pump,9959.04,2.9133,161.2545,0,0,183.3579,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-23T00:00:00+00:00,pump,10120.9,2.982,159.9574,1,0,197.3113,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-24T00:00:00+00:00,pump,9990.78,3.0116,162.7802,0,0,181.413,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-25T00:00:00+00:00,pump,10011.67,2.9957,171.3291,1,1,193.9315,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-26T00:00:00+00:00,pump,10052.4,2.9344,168.1099,1,1,196.3189,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-27T00:00:00+00:00,pump,10381.44,3.1176,165.5519,0,1,188.2467,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-02-28T00:00:00+00:00,pump,10282.6,3.0676,162.9545,0,0,191.8866,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-01T00:00:00+00:00,pump,10187.77,3.2012,154.2454,0,0,197.6159,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-02T00:00:00+00:00,pump,10256.41,3.0737,157.874,1,0,214.5687,2026-03-01T20:00:00+00:00,planned_inspection,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-03T00:00:00+00:00,pump,10242.88,3.1925,163.9757,1,0,188.2107,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-04T00:00:00+00:00,pump,10381.58,3.2474,168.0093,1,1,211.9583,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-05T00:00:00+00:00,pump,10452.99,3.303,167.8236,1,1,198.6629,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-06T00:00:00+00:00,pump,10592.69,3.1276,170.4148,0,1,210.8965,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-07T00:00:00+00:00,pump,10213.94,3.2091,171.5304,1,1,222.7239,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-08T00:00:00+00:00,pump,10501.46,3.0977,166.9664,0,1,200.7791,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-09T00:00:00+00:00,pump,10522.28,3.2944,164.8274,0,0,207.7342,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-10T00:00:00+00:00,pump,10477.5,3.2097,169.2601,1,1,214.9384,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-11T00:00:00+00:00,pump,10572.98,3.3078,168.6891,1,1,226.4573,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-12T00:00:00+00:00,pump,10628.4,3.2561,171.1534,0,1,226.4992,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-13T00:00:00+00:00,pump,10788.27,3.3912,166.8949,1,1,223.8688,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-14T00:00:00+00:00,pump,10386.78,3.3622,170.649,1,1,213.1533,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-15T00:00:00+00:00,pump,10740.14,3.3941,173.9558,1,1,214.8229,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-16T00:00:00+00:00,pump,10554.8,3.3239,167.0564,1,1,225.9613,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-17T00:00:00+00:00,pump,10860.32,3.5098,174.1614,1,1,224.5031,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-18T00:00:00+00:00,pump,10375.48,3.407,163.1091,1,0,215.8294,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-19T00:00:00+00:00,pump,10658.47,3.5482,165.103,1,1,205.838,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-20T00:00:00+00:00,pump,11026.15,3.4986,173.9977,1,1,209.1676,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-21T00:00:00+00:00,pump,11053.43,3.4878,170.4027,1,1,231.7592,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-22T00:00:00+00:00,pump,10458.56,3.4504,173.2317,1,1,228.4762,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-23T00:00:00+00:00,pump,11048.09,3.4671,172.3491,1,1,235.8339,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-24T00:00:00+00:00,pump,10873.49,3.5851,172.3931,1,1,237.3682,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-25T00:00:00+00:00,pump,11025.84,3.4597,167.9166,0,1,223.7348,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-26T00:00:00+00:00,pump,10538.98,3.5606,175.0254,1,1,245.2388,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-27T00:00:00+00:00,pump,10635.54,3.5419,180.0375,1,1,225.0324,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-28T00:00:00+00:00,pump,11222.38,3.505,171.4595,1,1,242.8866,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-29T00:00:00+00:00,pump,11181.37,3.5329,176.9722,1,1,241.0422,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-30T00:00:00+00:00,pump,11273.94,3.517,179.503,1,1,232.4007,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_001,2026-03-31T00:00:00+00:00,pump,10705.33,3.6311,177.8903,1,1,242.4708,,,2026-03-21T10:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-01T00:00:00+00:00,compressor,9750.0,2.0882,151.5531,0,0,144.5909,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-02T00:00:00+00:00,compressor,9769.07,2.2159,149.0683,0,0,155.6592,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-03T00:00:00+00:00,compressor,9796.15,2.2592,152.367,0,0,139.6646,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-04T00:00:00+00:00,compressor,9811.61,2.2915,145.1175,0,0,117.0485,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-05T00:00:00+00:00,compressor,9840.32,2.2497,147.667,0,0,150.2827,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-06T00:00:00+00:00,compressor,9852.65,2.3342,147.6004,0,0,142.5204,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-07T00:00:00+00:00,compressor,9875.31,2.2992,153.873,0,0,142.175,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-08T00:00:00+00:00,compressor,9904.2,2.3642,155.7393,0,0,149.3638,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-09T00:00:00+00:00,compressor,9925.63,2.3528,147.2774,0,0,136.4851,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-10T00:00:00+00:00,compressor,9932.2,2.4354,153.4466,0,0,150.1103,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-11T00:00:00+00:00,compressor,9931.17,2.4427,149.9385,0,0,129.5753,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-12T00:00:00+00:00,compressor,10000.87,2.2671,145.5818,0,0,158.2857,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-13T00:00:00+00:00,compressor,10040.12,2.3262,140.0928,0,0,174.9824,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-14T00:00:00+00:00,compressor,10050.65,2.4216,154.2001,0,0,149.2495,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-15T00:00:00+00:00,compressor,10020.58,2.4795,155.8919,0,0,160.3504,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-16T00:00:00+00:00,compressor,10138.84,2.5782,159.6333,0,0,146.2347,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-17T00:00:00+00:00,compressor,10134.68,2.5111,159.1218,0,0,171.1065,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-18T00:00:00+00:00,compressor,10179.37,2.567,160.1542,0,0,148.5893,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-19T00:00:00+00:00,compressor,10158.45,2.6026,148.0212,0,0,154.0572,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-20T00:00:00+00:00,compressor,10188.91,2.3948,151.5269,0,0,152.6271,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-21T00:00:00+00:00,compressor,10168.66,2.592,154.0485,0,0,164.3677,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-22T00:00:00+00:00,compressor,10257.13,2.6829,158.1016,0,0,169.3436,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-23T00:00:00+00:00,compressor,10295.65,2.8092,155.4914,0,0,157.6875,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-24T00:00:00+00:00,compressor,10280.07,2.5668,152.6735,0,0,170.0101,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-25T00:00:00+00:00,compressor,10360.07,2.6251,160.2183,0,0,166.5151,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-26T00:00:00+00:00,compressor,10255.6,2.7503,157.7584,0,0,168.8763,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-27T00:00:00+00:00,compressor,10317.32,2.6544,158.1547,0,0,184.3624,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-28T00:00:00+00:00,compressor,10404.91,2.7262,159.2381,0,0,160.8815,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-29T00:00:00+00:00,compressor,10377.9,2.6806,161.0307,1,0,162.1233,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-30T00:00:00+00:00,compressor,10442.23,2.8052,165.0065,0,1,177.8242,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-01-31T00:00:00+00:00,compressor,10526.53,2.6742,153.8266,0,0,171.5724,2026-01-30T20:00:00+00:00,planned_inspection,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-01T00:00:00+00:00,compressor,10329.04,2.8457,152.24,0,0,172.4474,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-02T00:00:00+00:00,compressor,10335.46,2.7962,157.1822,0,0,187.2964,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-03T00:00:00+00:00,compressor,10532.3,2.7315,162.2697,0,0,183.4644,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-04T00:00:00+00:00,compressor,10375.32,2.9221,157.2801,0,0,189.6943,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-05T00:00:00+00:00,compressor,10524.1,2.8573,166.7001,0,1,184.3216,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-06T00:00:00+00:00,compressor,10591.42,2.8768,163.1688,0,0,181.3286,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-07T00:00:00+00:00,compressor,10504.49,2.8631,152.022,1,0,212.3827,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-08T00:00:00+00:00,compressor,10491.03,2.8114,160.8201,0,0,186.4346,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-09T00:00:00+00:00,compressor,10763.61,3.0327,164.549,0,0,196.7703,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-10T00:00:00+00:00,compressor,10789.23,3.0201,161.4905,0,0,197.3753,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-11T00:00:00+00:00,compressor,10650.99,2.9247,156.306,0,0,188.7625,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-12T00:00:00+00:00,compressor,10511.94,3.0324,170.2891,0,1,199.9842,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-13T00:00:00+00:00,compressor,10853.97,2.9969,164.7161,1,0,192.3182,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-14T00:00:00+00:00,compressor,10624.75,3.085,160.7857,0,0,196.1846,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-15T00:00:00+00:00,compressor,10772.67,2.9771,166.7125,0,1,172.7975,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-16T00:00:00+00:00,compressor,10635.2,3.1482,162.3176,0,0,208.2475,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-17T00:00:00+00:00,compressor,10760.83,3.337,167.2428,1,1,199.6646,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-18T00:00:00+00:00,compressor,10685.11,3.2164,170.9578,0,1,198.4242,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-19T00:00:00+00:00,compressor,10832.99,3.2496,172.3333,0,1,199.975,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-20T00:00:00+00:00,compressor,10666.43,3.1867,170.5369,0,1,197.4001,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-21T00:00:00+00:00,compressor,10795.53,3.0408,163.263,0,0,205.1006,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-22T00:00:00+00:00,compressor,10976.45,3.2268,163.3832,1,0,219.0478,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-23T00:00:00+00:00,compressor,10704.7,3.1935,170.1296,1,1,216.4754,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-24T00:00:00+00:00,compressor,10933.46,3.3425,164.1439,1,0,209.3381,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-25T00:00:00+00:00,compressor,10854.55,3.1813,171.4161,1,1,202.6666,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-26T00:00:00+00:00,compressor,10860.26,3.4166,159.9391,0,0,205.105,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-27T00:00:00+00:00,compressor,11100.47,3.369,172.5202,0,1,204.5829,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-02-28T00:00:00+00:00,compressor,10798.3,3.371,172.0348,1,1,220.0042,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-01T00:00:00+00:00,compressor,10926.05,3.4486,173.4567,0,1,196.1945,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-02T00:00:00+00:00,compressor,11239.62,3.5014,166.5351,0,1,221.102,2026-03-01T20:00:00+00:00,planned_inspection,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-03T00:00:00+00:00,compressor,10972.08,3.5702,173.0717,1,1,212.6248,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-04T00:00:00+00:00,compressor,11045.32,3.4224,167.3351,1,1,240.8522,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-05T00:00:00+00:00,compressor,10993.04,3.3927,175.2043,1,1,228.8704,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
MACHINE_002,2026-03-06T00:00:00+00:00,compressor,11079.4,3.5372,175.1332,1,1,229.2973,,,2026-03-12T07:00:00+00:00,synthetic_degradation_failure,360,9000
